Sum_uniform,Sum_exponential,Sum_cauchy
0.608241,1.54286,2.06073
0.938496,2.81254,5.3641
0.586172,1.23975,0.898712
0.396534,0.767061,-13.6638
0.845688,1.87383,1.91943
0.441693,0.749067,-0.557021
0.558568,1.12226,0.566342
0.317956,0.442935,-1.68426
0.605766,0.931837,0.346285
0.824872,2.06133,3.2476
0.55084,0.922649,0.261054
0.326113,0.494526,-3.83217
0.354709,0.462721,-0.637499
0.915406,3.34563,21.5951
0.0671937,0.0696226,-4.78808
0.506165,1.3434,0.309303
0.450974,0.845302,-0.746592
0.582193,1.0646,0.515263
0.689087,1.67069,2.38548
0.482653,1.26456,-1.35787
0.173733,0.197606,-2.44363
0.789626,1.72818,1.88932
0.735206,1.38885,1.05895
0.223096,0.253494,-1.22186
0.0959614,0.101671,-3.75466
0.195591,0.244109,-12.4748
0.564557,1.98151,6.12375
0.794003,1.59059,1.35618
0.943113,3.70881,30.0909
0.583897,0.934805,0.332539
0.423428,0.598967,-0.345199
0.603843,1.0084,0.446613
0.691649,1.43475,1.34857
0.253568,0.302528,-1.23288
0.537769,0.95472,0.251485
0.687045,1.24412,0.834629
0.649981,1.05939,0.524561
0.694475,1.19823,0.724745
0.328291,0.534342,-2445.11
0.477652,0.713595,-0.099359
0.627653,0.987971,0.42407
0.460797,0.891973,-0.641505
0.676409,1.71041,2.70484
0.790742,1.63597,1.52729
0.536895,1.18393,0.577215
0.610854,1.8893,4.69806
0.594884,1.17722,0.752805
0.874316,2.30173,3.8592
0.383922,0.562439,-0.78899
0.413858,0.557407,-0.329235
0.457854,0.623877,-0.142677
0.413838,0.633707,-0.59715
0.0956851,0.105239,-19.3334
0.231184,0.296078,-4.47273
0.120674,0.133641,-5.51356
0.266158,0.312838,-0.965254
0.49101,0.67623,-0.0283829
0.561791,0.829561,0.200109
0.310811,0.447678,-2.87139
0.4691,1.18798,-3.00017
0.443378,0.623996,-0.229003
0.198429,0.221803,-1.42352
0.0967801,0.102062,-3.35119
0.217487,0.27926,-9.59108
0.395872,0.612352,-0.88351
0.273341,0.324246,-0.946457
0.042937,0.0441131,-9.52756
0.515956,0.728883,0.0509422
0.377081,0.697399,-57.9471
0.679158,1.96745,4.76727
0.333665,0.425561,-0.730928
0.613397,1.11876,0.637623
0.530058,1.43088,1.19841
0.932756,2.70594,4.72502
0.70133,1.26138,0.844466
0.593427,1.31216,1.11687
0.404695,0.529709,-0.336066
0.506835,0.83001,0.0382642
0.418131,0.550703,-0.280943
0.639797,1.0824,0.567155
0.37716,0.520192,-0.62958
0.486043,0.731982,-0.0618917
0.412747,0.665714,-0.814027
0.515212,0.725393,0.0481262
0.548329,0.827455,0.174833
0.61149,0.982838,0.413915
0.24849,0.303277,-1.58988
0.18652,0.229129,-10.7337
0.336415,0.423801,-0.663319
0.359518,0.445574,-0.472604
0.250434,0.31078,-1.80898
0.798805,1.92328,2.7733
0.717298,1.28435,0.858839
0.157637,0.172815,-2.00858
0.494773,0.705234,-0.0183848
0.345418,0.485088,-1.12053
