Sum_uniform,Sum_exponential,Sum_cauchy
0.279945,0.328427,-0.827565
0.936537,2.7573,4.94903
0.95178,3.03198,6.5506
0.925213,2.59311,4.1776
0.881923,2.13642,2.57099
0.29042,0.343082,-0.773569
0.781925,1.52291,1.22378
0.0111441,0.0112067,-28.5513
0.830226,1.77329,1.69365
0.861151,1.97437,2.1452
0.738611,1.34175,0.930884
0.144774,0.15639,-2.04493
0.260434,0.301691,-0.936503
0.856702,1.94283,2.06919
0.547801,0.793632,0.151309
0.0881118,0.0922379,-3.51982
0.587904,0.886498,0.283398
0.623628,0.977176,0.409171
0.704587,1.21938,0.748795
0.945156,2.90327,5.74641
0.341636,0.417997,-0.543081
0.760044,1.4273,1.06519
0.0394158,0.0402137,-8.03437
0.61281,0.948839,0.370025
0.213132,0.239694,-1.26333
0.496286,0.685747,-0.0116683
0.838501,1.82326,1.79888
0.992311,4.868,41.3913
0.0565693,0.0582323,-5.56754
0.0778181,0.0810128,-4.00862
0.08691,0.0909209,-3.57105
0.92542,2.59589,4.18966
0.793058,1.57532,1.31508
0.108891,0.115288,-2.80827
0.346334,0.425158,-0.52412
0.818053,1.70404,1.55464
0.441541,0.582574,-0.185747
0.936633,2.75881,4.95672
0.916148,2.4787,3.70788
0.0491585,0.0504079,-6.42362
0.077921,0.0811244,-4.00311
0.269545,0.314088,-0.88416
0.902376,2.32664,3.1577
0.676876,1.12972,0.620936
0.82428,1.73886,1.6236
0.646132,1.03883,0.494313
0.187432,0.207556,-1.4973
0.258761,0.299432,-0.946416
0.0600852,0.061966,-5.23457
0.131838,0.141377,-2.27474
0.0129601,0.0130448,-24.5472
0.378223,0.475173,-0.402402
0.151512,0.1643,-1.93977
0.977601,3.79873,14.1873
0.823965,1.73707,1.62001
0.764042,1.4441,1.09236
0.994451,5.19409,57.3549
0.891774,2.22354,2.82695
0.446211,0.590971,-0.170611
0.721584,1.27864,0.835689
0.598408,0.912317,0.319398
0.248449,0.285616,-1.0098
0.758309,1.4201,1.05362
0.449376,0.596703,-0.160394
0.495809,0.684801,-0.013166
0.887488,2.1847,2.71031
0.359,0.444726,-0.474407
0.148137,0.160329,-1.99134
0.793687,1.57836,1.3205
0.28185,0.331077,-0.817528
0.809048,1.65573,1.46203
0.565043,0.832507,0.20723
0.698306,1.19834,0.718445
0.601655,0.920436,0.330677
0.742493,1.35671,0.953908
0.646457,1.03975,0.495582
6.50839e-05,6.5086e-05,-4890.76
0.656518,1.06862,0.535592
0.296364,0.351494,-0.744143
0.65894,1.0757,0.545425
0.624291,0.978939,0.411605
0.631016,0.997003,0.436534
0.110417,0.117002,-2.76623
0.811177,1.66694,1.48322
0.408033,0.524305,-0.297239
0.944785,2.89651,5.70693
0.714217,1.25252,0.79712
0.867266,2.01941,2.25747
0.884437,2.15794,2.63234
0.189353,0.209922,-1.47791
0.969434,3.48788,10.3819
0.252274,0.290718,-0.985815
0.331877,0.403283,-0.583467
0.857892,1.95117,2.08908
0.798294,1.60095,1.36099
0.950338,3.00251,6.35742
0.618143,0.96271,0.389196
0.149701,0.162167,-1.96718
0.538703,0.773713,0.122192
0.289012,0.3411,-0.780662
0.540154,0.776863,0.126821
0.375554,0.470891,-0.412175
0.662891,1.08735,0.561641
0.164785,0.180066,-1.75594
0.182797,0.201868,-1.54556
0.00857281,0.00860976,-37.1212
0.425977,0.555085,-0.236836
0.0363917,0.0370704,-8.70862
0.20874,0.234129,-1.29978
0.0326086,0.0331522,-9.72735
0.326359,0.395059,-0.606942
0.205957,0.230618,-1.32357
0.512642,0.718757,0.0397384
0.469377,0.633703,-0.0965043
0.520307,0.734609,0.0638833
0.603275,0.924513,0.336335
0.0528965,0.0543469,-5.9621
0.568725,0.841008,0.219323
0.903759,2.3409,3.20603
0.03444,0.035047,-9.20637
0.292556,0.346097,-0.762898
0.5942,0.901895,0.304892
0.226655,0.25703,-1.1586
0.170204,0.186575,-1.68844
0.0756727,0.0786891,-4.12686
0.117887,0.125436,-2.57552
0.016809,0.0169519,-18.9192
0.418164,0.541567,-0.262912
0.129179,0.138319,-2.32732
0.662566,1.08639,0.5603
0.345451,0.423809,-0.527659
0.20123,0.224682,-1.36526
0.063329,0.0654232,-4.95979
0.0225449,0.0228029,-14.0953
0.55524,0.810221,0.175305
0.476671,0.647546,-0.0734207
0.75144,1.39207,1.00909
0.00272278,0.00272649,-116.903
0.390382,0.494923,-0.358668
0.967934,3.43997,9.89321
0.464306,0.624193,-0.112607
0.203023,0.226929,-1.34925
0.82013,1.71552,1.57717
0.406665,0.521997,-0.301923
0.934629,2.72767,4.8006
0.125488,0.13409,-2.40378
0.9404,2.82011,5.27825
0.925113,2.59177,4.1718
0.606644,0.933039,0.348155
0.796017,1.58972,1.34078
0.288776,0.340768,-0.781856
0.898078,2.28354,3.01559
0.316772,0.380926,-0.648938
0.492619,0.678492,-0.0231935
0.737219,1.33643,0.922753
0.276452,0.323588,-0.846224
0.339593,0.414899,-0.551421
0.496669,0.686508,-0.0104638
0.762162,1.43617,1.07949
0.517432,0.728633,0.054819
0.563199,0.828277,0.201195
0.191122,0.212107,-1.46036
0.667245,1.10035,0.579776
0.304841,0.363614,-0.70356
